!|.--> 35
#|#--> 62
$|$--> 3842
pitch|NN--> 9
pitched|JJ--> 1
pitched|VBD--> 2
pitched|VBN--> 2
pitcher|NN--> 2
pitcher-coach|NN--> 1
pitchers|NNS--> 3
pitches|NNS--> 2
pitches|VBZ--> 1
pitching|NN--> 1
pitching|VBG--> 4
pitchmen|NNS--> 1
pitfalls|NNS--> 2
pithiest|JJS--> 1
pits|NNS--> 2
pittance|NN--> 1
pitted|VBD--> 1
pity|NN--> 1
pivotal|JJ--> 3
pixie-like|JJ--> 1
pizazz|NN--> 1
pizza|NN--> 2
pizzerias|NNS--> 1
placate|VB--> 1
place|NN--> 75
place|VB--> 8
place|VBP--> 3
placebo|NN--> 1
placed|VBD--> 9
placed|VBN--> 19
placement|NN--> 7
placements|NNS--> 2
places|NNS--> 11
places|VBZ--> 1
placing|NN--> 1
placing|VBG--> 2
plague|VB--> 1
plagued|VBD--> 1
plagued|VBN--> 3
plaid|JJ--> 2
plaid|NN--> 3
plaid-floored|JJ--> 1
plain|JJ--> 3
plain|NN--> 1
plain|RB--> 2
plainly|RB--> 3
plaintiff|NN--> 2
plaintiffs|NNS--> 11
plan|NN--> 271
plan|VB--> 7
plan|VBP--> 17
plane|NN--> 19
planes|NNS--> 13
planet|NN--> 1
planks|NNS--> 1
planned|JJ--> 16
planned|VBD--> 18
planned|VBN--> 34
planner|NN--> 4
planners|NNS--> 4
planning|NN--> 25
planning|VBG--> 18
plans|NNS--> 126
plans|VBZ--> 101
plant|NN--> 143
plant|VB--> 2
plant-modernization|JJ--> 1
plant-sciences|JJ--> 1
planted|VBD--> 1
planted|VBN--> 4
planting|NN--> 1
planting|VBG--> 1
plants|NNS--> 87
plaster|NN--> 2
plastic|JJ--> 1
plastic|NN--> 16
plastics|NNS--> 22
plastics-industry|NN--> 1
plate|NN--> 9
plateau|NN--> 1
plates|NNS--> 1
platform|NN--> 7
platforms|NNS--> 2
platinum|NN--> 4
plaudits|NNS--> 1
plausible|JJ--> 5
play|NN--> 11
play|VB--> 28
play|VBP--> 6
played|VBD--> 17
played|VBN--> 13
player|NN--> 26
players|NNS--> 36
playground|NN--> 1
playing|JJ--> 1
playing|NN--> 5
playing|VBG--> 15
playoff|NN--> 3
playoffs|NNS--> 3
plays|NNS--> 2
plays|VBZ--> 11
playwright|NN--> 4
plaza|NN--> 1
plea|NN--> 18
plea|VB--> 1
plead|VB--> 9
pleaded|VBD--> 7
pleaded|VBN--> 1
pleading|VBG--> 2
pleadingly|RB--> 1
pleadings|NNS--> 2
pleas|NNS--> 1
pleasant|JJ--> 2
pleasantries|NNS--> 3
please|UH--> 1
please|VB--> 3
pleased|JJ--> 10
pleased|VBD--> 1
pleased|VBN--> 1
pleasurable|JJ--> 1
pleasure|NN--> 2
pleated|JJ--> 1
pledge|NN--> 4
pledged|VBD--> 4
pledged|VBN--> 3
pledges|NNS--> 2
pledges|VBZ--> 1
pledging|VBG--> 2
plenty|JJ--> 2
plenty|NN--> 14
plenty|RB--> 6
plethora|NN--> 1
plight|NN--> 4
plights|NNS--> 1
plot|NN--> 7
plots|NNS--> 5
plotted|VBD--> 1
plotters|NNS--> 1
plotting|VBG--> 2
plow|VB--> 1
plowed|VBN--> 1
ploy|NN--> 3
pluck|VB--> 1
plug|NN--> 3
plug|VB--> 2
plug|VBP--> 1
plug-in|JJ--> 1
plugging|VBG--> 1
plumbing|NN--> 4
plummeted|VBD--> 10
plummeted|VBN--> 2
plummeting|VBG--> 3
plunge|NN--> 32
plunge|VB--> 3
plunged|VBD--> 36
plunged|VBN--> 4
plunges|NNS--> 1
plunging|NN--> 1
plunging|VBG--> 4
pluralism|NN--> 1
plurality|NN--> 2
plus|CC--> 24
plus|IN--> 3
plus|JJ--> 1
pluses|NNS--> 1
pneumonia|NN--> 1
pocket|NN--> 3
pocketbook|NN--> 1
pocketing|VBG--> 1
pockets|NNS--> 8
pod|NN--> 1
podium|NN--> 2
poet|NN--> 2
poignant|JJ--> 1
point|NN--> 126
point|VB--> 7
point|VBP--> 7
point-of-sale|JJ--> 1
pointed|VBD--> 12
pointed|VBN--> 3
pointedly|RB--> 2
pointers|NNS--> 1
pointing|VBG--> 4
points|NNS--> 133
points|VBZ--> 13
poised|VBN--> 4
poison|JJ--> 2
poison|NN--> 26
poison-pill|JJ--> 2
poison-pill|NN--> 1
poisoned|VBN--> 1
poisoning|NN--> 2
poisonous|JJ--> 1
poisons|NNS--> 2
poked|VBD--> 1
poker|NN--> 1
pokes|VBZ--> 1
poking|VBG--> 1
polar|JJ--> 1
poles|NNS--> 1
police|NN--> 14
police|NNS--> 11
police|VB--> 1
polices|NNS--> 1
policewoman|NN--> 1
policies|NNS--> 51
policing|VBG--> 1
policy|NN--> 141
policy-makers|NNS--> 1
policy-making|VBG--> 1
policyholders|NNS--> 3
policymaker|NN--> 1
polish|NN--> 1
polish|VB--> 1
polished|JJ--> 1
polishing|NN--> 1
polishing|VBG--> 1
polite|JJ--> 2
political|JJ--> 166
politically|RB--> 11
politician|NN--> 7
politicians|NNS--> 26
politicking|NN--> 2
politics|NN--> 1
politics|NNS--> 22
poll|JJ--> 1
poll|NN--> 12
poll|VB--> 1
polled|VBN--> 6
pollen|NN--> 5
pollen-inhibiting|JJ--> 2
pollen-producing|VBG--> 1
pollinate|VB--> 1
pollinate|VBP--> 1
pollinated|VBN--> 2
pollinating|VBG--> 1
pollination|NN--> 1
polling|NN--> 3
polls|NNS--> 11
pollster|NN--> 1
pollsters|NNS--> 1
pollutants|NNS--> 3
pollute|VB--> 1
polluted|JJ--> 1
pollution|NN--> 16
pollution-control|JJ--> 2
pollution-control|NN--> 1
pollution-reduction|NN--> 1
pols|NNS--> 1
poltergeists|NNS--> 2
polyester|NN--> 2
polyethylene|NN--> 6
polymerase|NN--> 1
polymers|NNS--> 1
polyols|NNS--> 2
polypropylene|NN--> 1
polyps|NNS--> 5
polyrhythms|NNS--> 1
polysilicon|NN--> 1
polystyrene|NN--> 5
polyurethane|NN--> 2
pomological|JJ--> 1
pomologist|NN--> 1
ponder|VB--> 1
ponder|VBP--> 1
ponderousness|NN--> 1
ponds|NNS--> 2
ponied|VBD--> 1
ponies|NNS--> 1
ponying|VBG--> 1
poof|NN--> 1
poohbah|NN--> 1
pool|NN--> 8
pooled|JJ--> 1
pooled|VBN--> 1
pools|NNS--> 5
poor|JJ--> 32
poor|NN--> 1
poorer|JJR--> 5
poorest|JJS--> 7
poorly|RB--> 4
pop|JJ--> 1
pop|NN--> 6
pop|VB--> 4
pop|VBP--> 1
pop-out|JJ--> 1
pope|NN--> 1
popping|VBG--> 1
pops|VBZ--> 1
populace|NN--> 1
popular|JJ--> 33
popularity|NN--> 8
popularize|VB--> 1
populate|VB--> 1
populated|JJ--> 1
populated|VBN--> 2
populating|VBG--> 1
population|NN--> 22
population-control|JJ--> 1
populations|NNS--> 2
populist|JJ--> 2
populous|JJ--> 1
porch|NN--> 2
porches|NNS--> 1
pored|VBN--> 1
pores|VBZ--> 2
pork|NN--> 11
pork-barrel|JJ--> 5
pork-barrelers|NNS--> 1
pork-barreling|NN--> 1
porno-inspired|JJ--> 1
porous|JJ--> 1
port|JJ--> 1
port|NN--> 2
portable|JJ--> 8
portable|NN--> 1
portend|VB--> 1
portfolio|NN--> 65
portfolios|NNS--> 12
portico|NN--> 1
portion|NN--> 39
portions|NNS--> 3
portrait|NN--> 2
portraits|NNS--> 2
portray|VB--> 2
portrayal|NN--> 3
portrayed|VBD--> 1
portrayed|VBN--> 2
portraying|VBG--> 4
portrays|VBZ--> 1
ports|NNS--> 3
pose|VB--> 1
pose|VBP--> 1
posed|VBD--> 3
posed|VBN--> 2
poses|VBZ--> 3
posh|JJ--> 1
posing|VBG--> 1
position|NN--> 118
position|VB--> 1
position-squaring|NN--> 1
positional|JJ--> 1
positioned|VBD--> 2
positioned|VBN--> 5
positioning|NN--> 1
positions|NNS--> 46
positive|JJ--> 29
positive|NN--> 1
positively|RB--> 2
possess|VB--> 2
possesses|VBZ--> 2
possessing|VBG--> 2
possession|NN--> 1
possibilities|NNS--> 7
possibility|NN--> 31
possible|JJ--> 118
possible|RB--> 1
possibly|RB--> 27
post|NN--> 48
post|VB--> 11
post-1987|JJ--> 1
post-1997|JJ--> 1
post-Vietnam|JJ--> 1
post-Watergate|JJ--> 2
post-World|NNP--> 1
post-crash|JJ--> 4
post-game|JJ--> 1
post-production|JJ--> 1
post-production|NN--> 1
post-split|JJ--> 3
post-war|JJ--> 2
postal|JJ--> 5
posted|VBD--> 58
posted|VBN--> 7
poster|NN--> 1
posterity|NN--> 1
posters|NNS--> 1
posting|VBG--> 11
postings|NNS--> 1
postmarked|VBN--> 1
postpone|VB--> 7
postponed|VBD--> 3
postponed|VBN--> 6
postponement|NN--> 1
posts|NNS--> 14
posture|NN--> 3
posturing|NN--> 3
posturing|VBG--> 1
postwar|JJ--> 2
pot|NN--> 3
potato|NN--> 6
potatoes|NNS--> 9
potent|JJ--> 2
potential|JJ--> 66
potential|NN--> 19
potentialities|NNS--> 1
potentially|RB--> 15
potholes|NNS--> 2
potpourri|NN--> 1
pots|NNS--> 1
pottage|NN--> 1
potted|JJ--> 1
pottery|NN--> 2
poultry|NN--> 1
pounce|VB--> 1
pound|NN--> 76
pound|VB--> 1
pound-DM|JJ--> 1
pound-deutsche|JJ--> 1
pound-foolish|JJ--> 1
pounding|VBG--> 1
pounds|NNS--> 20
pour|VB--> 2
pour|VBP--> 2
poured|VBD--> 2
poured|VBN--> 1
pouring|VBG--> 10
pours|VBZ--> 1
poverty|NN--> 8
power|NN--> 124
power-generation|JJ--> 1
power-generation|NN--> 1
power-hungry|JJ--> 1
power-plant|NN--> 1
power-tool|NN--> 1
powered|VBN--> 3
powerful|JJ--> 43
powerhouse|NN--> 2
powerhouses|NNS--> 2
powers|NNS--> 11
powertrain|NN--> 1
practical|JJ--> 4
practically|RB--> 4
practice|NN--> 45
practice|VB--> 3
practiced|VBD--> 3
practiced|VBN--> 2
practices|NNS--> 42
practicing|VBG--> 4
practitioner|NN--> 1
practitioners|NNS--> 1
pragmatic|JJ--> 4
pragmatism|NN--> 1
pragmatist|NN--> 2
pragmatists|NNS--> 1
praise|NN--> 2
praise|VBP--> 1
praised|VBD--> 3
praising|VBG--> 2
pray-for-growth-later|JJ--> 1
prayer|NN--> 1
prayers|NNS--> 1
praying|VBG--> 1
pre-1967|JJ--> 2
pre-Freudian|JJ--> 1
pre-May|JJ--> 1
pre-Reagan|JJ--> 1
pre-approved|VBN--> 1
pre-crash|JJ--> 1
pre-eminence|NN--> 1
pre-empt|VB--> 1
pre-emptive|JJ--> 2
pre-kindergarten|NN--> 1
pre-margin|JJ--> 1
pre-market|JJ--> 1
pre-merger|JJ--> 2
pre-publication|JJ--> 1
pre-quake|JJ--> 1
pre-recorded|JJ--> 1
pre-refunded|JJ--> 1
pre-register|VB--> 2
pre-registered|JJ--> 1
pre-registered|VBN--> 1
pre-split|JJ--> 1
pre-strike|JJ--> 1
pre-tax|JJ--> 1
pre-tested|VBN--> 1
pre-trial|JJ--> 5
pre-try|VB--> 1
preaching|VBG--> 1
precarious|JJ--> 2
precariously|RB--> 1
precaution|NN--> 1
precautions|NNS--> 1
precede|VB--> 1
preceded|VBN--> 1
precedent|NN--> 5
preceding|JJ--> 1
preceding|VBG--> 4
precious|JJ--> 11
precious-metals|NNS--> 3
precipices|NNS--> 1
precipitated|VBD--> 1
precipitous|JJ--> 2
precipitously|RB--> 1
precise|JJ--> 5
precisely|RB--> 6
precision|NN--> 6
preclearance|NN--> 1
preclude|VB--> 3
precluded|JJ--> 1
precluded|VBN--> 1
precocious|JJ--> 1
precondition|NN--> 1
precursor|NN--> 1
predates|VBZ--> 1
predecessor|NN--> 6
predecessors|NNS--> 2
predetermined|VBN--> 1
predicament|NN--> 1
predict|VB--> 8
predict|VBP--> 10
predict\/advocate|VBP--> 1
predictability|NN--> 1
predictable|JJ--> 6
predictably|RB--> 1
predicted|VBD--> 32
predicted|VBN--> 6
predicting|VBG--> 13
prediction|NN--> 4
predictions|NNS--> 10
predictive|JJ--> 3
predicts|VBZ--> 8
predispose|VB--> 1
predominantly|RB--> 3
prefecture|NN--> 2
prefer|VB--> 9
prefer|VBP--> 8
preference|NN--> 7
preferences|NNS--> 3
preferential|JJ--> 2
preferred|JJ--> 40
preferred|VBD--> 6
preferred|VBG--> 1
preferred|VBN--> 20
preferred-stock|JJ--> 1
preferring|VBG--> 1
preflight|JJ--> 1
pregnancy|NN--> 10
pregnant|JJ--> 8
prejudiced|JJ--> 1
prejudiced|VBN--> 1
preliminary|JJ--> 28
prelude|NN--> 6
premature|JJ--> 3
prematurely|RB--> 2
premediated|JJ--> 1
premier|JJ--> 1
premier|JJR--> 2
premier|NN--> 4
premiere|JJ--> 1
premiere|NN--> 4
premiered|VBD--> 1
premiering|VBG--> 2
premise|NN--> 1
premium|JJ--> 6
premium|NN--> 41
premium-beer|NN--> 1
premium-brand|JJ--> 2
premiums|NNS--> 17
preoccupation|NN--> 2
preoccupied|JJ--> 1
preoccupied|VBN--> 1
prepaid|VBN--> 2
preparation|NN--> 2
preparations|NNS--> 1
prepare|VB--> 12
prepare|VBP--> 2
prepared|JJ--> 10
prepared|VBD--> 3
prepared|VBN--> 15
prepares|VBZ--> 5
preparing|VBG--> 6
prepayment|NN--> 4
prepayment-protected|JJ--> 1
prepayments|NNS--> 3
preppy|JJ--> 1
prerogative|NN--> 1
prerogatives|NNS--> 3
presage|VB--> 1
presale|NN--> 1
preschool|JJ--> 1
prescribe|VB--> 1
prescribe|VBP--> 1
prescribed|JJ--> 1
prescribed|VBN--> 3
prescription|NN--> 4
prescriptions|NNS--> 1
presence|NN--> 21
present|JJ--> 23
present|NN--> 3
present|VB--> 10
present-day|JJ--> 2
presentation|NN--> 4
presentations|NNS--> 3
presented|VBD--> 8
presented|VBN--> 10
presenter|NN--> 1
presenters|NNS--> 1
presently|RB--> 1
presents|NNS--> 2
presents|VBZ--> 4
preservation|NN--> 1
preserve|VB--> 11
preserved|VBD--> 1
preserved|VBN--> 2
preserving|VBG--> 3
presided|VBD--> 2
presided|VBN--> 1
presidency|NN--> 9
president|NN--> 538
president|NNP--> 1
president-finance|NN--> 1
presidential|JJ--> 13
presidents|NNS--> 6
presides|VBZ--> 1
presiding|VBG--> 1
press|NN--> 38
press|VB--> 12
press|VBP--> 1
press-forge|NN--> 2
pressed|VBN--> 3
presses|NNS--> 3
pressing|JJ--> 1
pressing|VBG--> 8
pressure|NN--> 63
pressure|VB--> 3
pressure|VBP--> 1
pressured|NN--> 1
pressured|VBN--> 5
pressures|NNS--> 11
pressuring|VBG--> 1
prestige|JJ--> 1
prestige|NN--> 4
prestigious|JJ--> 4
presumably|RB--> 2
presumed|JJ--> 2
presumed|VBN--> 2
presumption|NN--> 4
pretax|JJ--> 42
pretax|NN--> 9
pretend|VB--> 2
pretense|NN--> 1
pretext|NN--> 1
pretrial|JJ--> 6
prettier|JJR--> 1
pretty|JJ--> 5
pretty|RB--> 19
prevail|VB--> 4
prevail|VBP--> 1
prevailed|VBD--> 4
prevailed|VBN--> 1
prevailing|JJ--> 1
prevails|VBZ--> 5
prevalent|JJ--> 1
prevent|VB--> 42
prevent|VBP--> 3
prevented|VBD--> 3
prevented|VBN--> 3
preventing|VBG--> 5
prevention|NN--> 7
prevents|VBZ--> 4
preview|NN--> 2
previewing|VBG--> 1
previous|JJ--> 89
previous-year|JJ--> 1
previously|RB--> 75
prey|NN--> 2
prey|VBP--> 1
price|NN--> 349
price|VB--> 7
price-based|JJ--> 1
price-cutting|NN--> 3
price-earnings|JJ--> 2
price-increase|NN--> 1
price-jarring|JJ--> 1
price-reporting|NN--> 1
pricecutting|NN--> 1
priced|VBD--> 2
priced|VBN--> 125
priceless|JJ--> 1
prices|NNS--> 409
pricey|JJ--> 1
pricier|JJR--> 1
pricing|NN--> 31
pricing|VBG--> 4
pricings|NNS--> 6
pride|NN--> 5
priest|NN--> 1
prim|JJ--> 1
primarily|RB--> 32
primary|JJ--> 27
primary|NN--> 3
prime|JJ--> 30
prime-time|JJ--> 2
prime-time|NN--> 4
primitive|JJ--> 3
primitives|NNS--> 1
primordial|JJ--> 1
princes|NNS--> 1
principal|JJ--> 22
principal|NN--> 14
principally|RB--> 4
principals|NNS--> 3
principle|NN--> 18
principles|NNS--> 9
print|NN--> 7
print-shop|NN--> 1
printed|JJ--> 1
printed|VBD--> 1
printed|VBN--> 1
printer|NN--> 7
printers|NNS--> 3
printing|NN--> 21
printing|VBG--> 2
printouts|NNS--> 1
prints|VBZ--> 1
prior|JJ--> 11
prior|RB--> 11
priori|FW--> 1
priorities|NNS--> 7
priority|NN--> 18
prison|NN--> 19
prisoner|NN--> 2
prisoners|NNS--> 1
privacy|NN--> 3
private|JJ--> 103
private|RB--> 1
private-banking|JJ--> 2
private-sector|JJ--> 7
private-sector|NN--> 1
privately|RB--> 23
privatization|NN--> 2
privatize|VB--> 3
privatized|JJ--> 1
privatized|VBN--> 1
privilege|NN--> 7
privileged|JJ--> 1
privileges|NNS--> 4
prize|NN--> 2
prize-winning|JJ--> 1
prized|VBN--> 1
prizes|NNS--> 2
pro|FW--> 6
pro|JJ--> 6
pro|NN--> 1
pro-|JJ--> 1
pro-ALPA|JJ--> 1
pro-NATO|JJ--> 1
pro-Reagan|JJ--> 1
pro-Republican|JJ--> 1
pro-active|JJ--> 2
pro-choice|JJ--> 4
pro-consumption|NN--> 1
pro-democracy|JJ--> 7
pro-family|NN--> 1
pro-forma|FW--> 1
pro-rata|JJ--> 1
pro-selected|JJ--> 1
pro-union|JJ--> 2
probability|NN--> 2
probable|JJ--> 6
probably|RB--> 88
probaby|NN--> 1
probation|NN--> 1
probe|NN--> 8
probe|VBP--> 1
probe-based|JJ--> 1
probes|NNS--> 5
probing|VBG--> 3
problem|NN--> 144
problem-solving|JJ--> 1
problems|NNS--> 146
procedural|JJ--> 8
procedurally|RB--> 1
procedure|NN--> 5
procedures|NNS--> 22
proceed|VB--> 8
proceeded|VBD--> 4
proceeding|NN--> 4
proceeding|VBG--> 6
proceedings|NNS--> 19
proceeds|NNS--> 29
proceeds|VBZ--> 2
process|NN--> 76
process|VB--> 1
process|VBP--> 1
processed|JJ--> 3
processed|VBD--> 2
processed|VBN--> 4
processes|NNS--> 3
processes|VBZ--> 5
processing|NN--> 13
processing|VBG--> 8
processor|NN--> 4
processors|NNS--> 2
proclaim|VB--> 1
proclaimed|VBD--> 4
proclaiming|VBG--> 1
proclaims|VBZ--> 1
proclamations|NNS--> 1
procrastination|NN--> 2
procreation|NN--> 1
procure|VB--> 1
procurement|NN--> 3
prod|VB--> 2
prodded|VBN--> 1
prodding|VBG--> 2
prodigal|JJ--> 1
prodigious|JJ--> 1
produce|NN--> 2
produce|VB--> 61
produce|VBP--> 13
produced|VBD--> 23
produced|VBN--> 25
producer|NN--> 34
producers|NNS--> 89
produces|VBZ--> 17
producing|VBG--> 26
product|NN--> 143
product-inspection|JJ--> 1
product-liability|NN--> 1
product-related|JJ--> 2
production|NN--> 171
production-rate|JJ--> 1
productions|NNS--> 4
productive|JJ--> 6
productivity|NN--> 16
products|NNS--> 227
prof|NN--> 1
professed|JJ--> 1
professed|VBN--> 1
professes|VBZ--> 1
profession|NN--> 5
professional|JJ--> 21
professional|NN--> 3
professionals|NNS--> 7
professor|NN--> 16
professors|NNS--> 2
proffered|VBN--> 1
profferred|VBN--> 1
proficient|JJ--> 1
profile|NN--> 6
profile|VB--> 1
profiles|NNS--> 2
profit|NN--> 224
profit|VB--> 10
profit|VBP--> 1
profit-making|JJ--> 2
profit-margin|NN--> 1
profit-seeking|JJ--> 1
profit-sharing|JJ--> 1
profit-sharing|NN--> 1
profit-taking|NN--> 7
profitability|NN--> 21
profitable|JJ--> 33
profitably|RB--> 2
profited|VBD--> 1
profited|VBN--> 1
profiteering|VBG--> 1
profiting|VBG--> 2
profits|NNS--> 71
profits|VBZ--> 1
profittaking|NN--> 1
profitting|VBG--> 1
profound|JJ--> 3
profoundly|RB--> 3
program|NN--> 349
program|VB--> 2
program-bashing|JJ--> 3
program-dominated|JJ--> 1
program-driven|JJ--> 1
program-selling|JJ--> 1
program-trade|JJ--> 1
program-trading|JJ--> 12
program-trading|NN--> 11
programmatic|JJ--> 1
programmed|JJ--> 1
programmed|VBN--> 1
programmer|NN--> 1
programmers|NNS--> 1
programming|NN--> 4
programming|VBG--> 2
programs|NNS--> 109
progress|NN--> 22
progress|VB--> 3
progressed|VBD--> 1
progressed|VBN--> 1
progresses|VBZ--> 3
progressing|VBG--> 1
progressive|JJ--> 1
progressively|RB--> 2
progressives|NNS--> 1
prohibit|VB--> 3
prohibit|VBP--> 2
prohibited|VBD--> 1
prohibited|VBN--> 6
prohibiting|VBG--> 2
prohibition|NN--> 4
prohibitive|JJ--> 1
prohibitively|RB--> 2
prohibits|VBZ--> 4
project|NN--> 66
project|VB--> 1
project|VBP--> 1
projected|JJ--> 2
projected|VBD--> 2
projected|VBN--> 11
projecting|VBG--> 4
projection|NN--> 5
projections|NNS--> 15
projects|NNS--> 77
projects|VBZ--> 1
proletarian|JJ--> 1
proliferated|VBN--> 1
proliferating|VBG--> 2
proliferation|NN--> 4
prolific|JJ--> 1
prolonged|JJ--> 6
prolonged|VBN--> 2
prominence|NN--> 2
prominent|JJ--> 13
prominently|RB--> 2
promise|NN--> 17
promise|VB--> 1
promise|VBP--> 2
promised|JJ--> 2
promised|VBD--> 8
promised|VBN--> 8
promises|NNS--> 5
promises|VBZ--> 9
promising|JJ--> 5
promising|VBG--> 1
promote|VB--> 18
promoted|VBN--> 4
promoter|NN--> 4
promoters|NNS--> 2
promotes|VBZ--> 3
promoting|VBG--> 11
promotion|NN--> 13
promotional|JJ--> 11
promotions|NNS--> 7
prompt|JJ--> 1
prompt|VB--> 6
prompted|VBD--> 12
prompted|VBN--> 5
prompting|VBG--> 8
promptly|RB--> 8
prompts|VBZ--> 1
prone|JJ--> 3
pronounced|JJ--> 2
pronounced|VBN--> 1
pronounces|VBZ--> 1
pronunciation|NN--> 1
proof|NN--> 7
proof-of-purchases|NNS--> 1
prop|VB--> 4
propaganda|NN--> 1
propagandists|NNS--> 1
propane|NN--> 4
propel|VB--> 3
propellant|NN--> 1
propelled|VBD--> 3
propelled|VBN--> 1
proper|JJ--> 11
properly|RB--> 8
properties|NN--> 1
properties|NNS--> 43
property|NN--> 77
property-liability|NN--> 1
property\/casualty|JJ--> 2
property\/casualty|NN--> 1
proponent|NN--> 3
proponents|NNS--> 5
proportion|NN--> 6
proportional|JJ--> 1
proportions|NNS--> 2
proposal|NN--> 120
proposals|NNS--> 46
propose|VB--> 7
propose|VBP--> 2
proposed|JJ--> 36
proposed|VBD--> 27
proposed|VBN--> 80
proposes|VBZ--> 9
proposing|VBG--> 10
proposition|NN--> 2
propped|VBD--> 2
propped|VBN--> 1
propping|VBG--> 1
proprietary|JJ--> 3
proprietary|NN--> 1
proprietor|NN--> 1
propriety|NN--> 1
props|NNS--> 2
propulsion|NN--> 2
propylene|NN--> 2
pros|NNS--> 6
proscribed|VBN--> 1
prose|NN--> 2
prosecute|VB--> 1
prosecuted|VBD--> 1
prosecuted|VBN--> 1
prosecuting|VBG--> 4
prosecution|NN--> 7
prosecutions|NNS--> 10
prosecutor|NN--> 10
prosecutorial|JJ--> 5
prosecutors|NNS--> 38
prosoma|NN--> 1
prospect|NN--> 13
prospective|JJ--> 11
prospects|NNS--> 21
prospectus|NN--> 8
prospectuses|NNS--> 1
prosper|VB--> 1
prospered|VBN--> 1
prosperity|NN--> 4
prosperous|JJ--> 1
prostaglandin|NN--> 2
prostate|NN--> 1
prostitute|NN--> 1
prostitutes|NNS--> 1
protect|VB--> 26
protect|VBP--> 2
protected|JJ--> 1
protected|VBD--> 2
protected|VBN--> 5
protecting|VBG--> 5
protection|NN--> 57
protectionism|NN--> 4
protections|NNS--> 1
protector|NN--> 1
protects|VBZ--> 4
protege|NN--> 1
protein|NN--> 8
proteins|NNS--> 8
proteins|VBZ--> 1
protest|NN--> 8
protest|VB--> 3
protested|VBD--> 2
protesters|NNS--> 7
protesting|VBG--> 4
protests|NNS--> 14
protests|VBZ--> 2
protocol|NN--> 3
prototype|NN--> 3
protracted|JJ--> 2
proud|JJ--> 6
proudly|RB--> 1
prove|VB--> 28
prove|VBP--> 1
proved|JJ--> 1
proved|VBD--> 9
proved|VBN--> 8
proven|VBN--> 1
proves|VBZ--> 5
provide|VB--> 98
provide|VBP--> 11
provided|VBD--> 23
provided|VBN--> 16
provider|NN--> 11
providers|NNS--> 3
provides|VBZ--> 47
providing|VBG--> 24
province|NN--> 4
province-wide|JJ--> 1
proving|VBG--> 4
provision|NN--> 38
provisional|JJ--> 8
provisioning|VBG--> 1
provisions|NNS--> 33
proviso|NN--> 1
provocation|NN--> 1
provocatively|RB--> 1
provoke|VB--> 2
provoked|VBD--> 1
provoked|VBN--> 2
provoking|JJ--> 1
provoking|VBG--> 1
provost|NN--> 1
prowess|NN--> 2
proxies|NNS--> 1
proxy|JJ--> 2
proxy|NN--> 3
proxy-solicitation|JJ--> 1
prude|NN--> 1
prudence|NN--> 1
prudent|JJ--> 5
pseudo-lobbyists|NNS--> 1
psychiatric|JJ--> 3
psychic|JJ--> 1
psychics|NNS--> 1
psychoanalyst|NN--> 2
psychoanalytic|JJ--> 1
psychobiology|NN--> 2
psychological|JJ--> 8
psychologists|NNS--> 2
psychology|NN--> 5
psyllium|NN--> 30
psyllium-fortified|JJ--> 1
pub|NN--> 1
public|JJ--> 136
public|NN--> 44
public-TV|NN--> 1
public-housing|NN--> 1
public-interest|JJ--> 1
public-interest|NN--> 1
public-owned|JJ--> 1
public-relations|JJ--> 1
public-relations|NN--> 3
public-relations|NNS--> 2
public-service|JJ--> 1
public-works|JJ--> 1
public-works|NNS--> 1
publication|NN--> 7
publications|NNS--> 8
publicist|NN--> 1
publicity|NN--> 4
publicity-seeking|JJ--> 1
publicize|VB--> 1
publicized|JJ--> 1
publicized|VBN--> 4
publicly|RB--> 31
publish|VB--> 11
published|JJ--> 1
published|VBD--> 2
published|VBN--> 21
publisher|NN--> 21
publishers|NNS--> 10
publishes|VBZ--> 10
publishing|NN--> 19
publishing|VBG--> 7
publishing-group|JJ--> 1
puckish|JJ--> 1
pudding|NN--> 1
puff|NN--> 1
puffed-up|JJ--> 1
puffers|NNS--> 1
pug-nosed|JJ--> 1
pulchritude|NN--> 1
pull|NN--> 1
pull|VB--> 9
pull-backs|NNS--> 1
pullback|NN--> 7
pullbacks|NNS--> 3
pulled|VBD--> 16
pulled|VBN--> 11
pulling|VBG--> 7
pullout|NN--> 3
pullouts|NNS--> 1
pulls|VBZ--> 3
pulp|NN--> 23
pulpit|NN--> 1
pulse|NN--> 2
pulverizing|VBG--> 1
pummeled|VBN--> 1
pump|VB--> 4
pump|VBP--> 1
pumped|VBD--> 1
pumped|VBN--> 2
pumping|VBG--> 3
pumps|NNS--> 2
punching|NN--> 2
punching|VBG--> 1
pundits|NNS--> 1
punish|VB--> 3
punishable|JJ--> 5
punished|VBN--> 1
punishing|VBG--> 2
punishment|NN--> 5
punitive|JJ--> 9
punk|NN--> 2
puns|NNS--> 1
puny|JJ--> 2
pupil|NN--> 1
pupils|NNS--> 1
puppet|NN--> 1
puppets|NNS--> 1
purchase|NN--> 93
purchase|VB--> 37
purchase|VBP--> 1
purchased|VBD--> 15
purchased|VBN--> 24
purchaser|NN--> 2
purchasers|NNS--> 7
purchases|NNS--> 44
purchasing|NN--> 10
purchasing|VBG--> 11
pure|JJ--> 4
pure-voiced|JJ--> 1
purely|RB--> 3
purged|VBN--> 3
purges|VBZ--> 1
purists|NNS--> 1
puritanical|JJ--> 2
